,,,,"17, Cours du Médoc",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
BORDEAUX BLANC AOC,LA SEMILLANTE DE SIGALAS,,2013,9.95,546,bt.,,
BORDEAUX BLANC AOC,LES ARUMS DE LAGRANGE,,2012,12,5,bt.,,
BORDEAUX BLANC AOC,LES CYGNES DE FONREAUD,,2006,9.6,53,bt.,,
BORDEAUX BLANC AOC,OPALIE DE CHATEAU COUTET,,2012,23.2,180,bt.,,
BORDEAUX BLANC AOC,'Y' YQUEM (BORDEAUX BLANC SEC),,2011,105,6,bt.,,
BORDEAUX ROUGE AOC,DOMAINE DE VALMENGAUX,,2003,10.5,24,bt.,,
BORDEAUX ROUGE AOC,GIROLATE,,2012,30,108,bt.,88,
BORDEAUX SUPERIEUR ROUGE AOC,CHATEAU BOLAIRE,,2013,5.9,12,bt.,87 - 89,84 - 87
BORDEAUX SUPERIEUR ROUGE AOC,CHATEAU BOLAIRE,,2012,5.9,20,bt.,86,88 - 91
BORDEAUX SUPERIEUR ROUGE AOC,CHATEAU BOLAIRE,,2011,6.2,12,bt.,89,88 - 91
CANON FRONSAC AOC,CHATEAU VRAI CANON BOUCHE,,2012,13,263,bt.,87,84/87
CASTILLON COTES DE BDX AOC,CHATEAU CAP DE FAUGERES,,2013,6.9,114,bt.,,
CASTILLON COTES DE BDX AOC,CHATEAU CAP DE FAUGERES,,2011,7.8,>600,bt.,87/89,
CASTILLON COTES DE BDX AOC,CHATEAU D'AIGUILHE,,2013,11.8,>1200,bt.,,86 - 89
CASTILLON COTES DE BDX AOC,CHATEAU D'AIGUILHE,,2010,18.2,108,bt.,,
CASTILLON COTES DE BDX AOC,CHATEAU JOANIN BECOT,,2013,12,78,bt.,,86 - 89
CASTILLON COTES DE BDX AOC,CHATEAU MONTLANDRIE,,2013,11.2,>1200,bt.,86 - 88,85 - 88
CASTILLON COTES DE BDX AOC,CHATEAU MONTLANDRIE,,2012,12,>1200,bt.,88,89
CASTILLON COTES DE BDX AOC,CHATEAU MONTLANDRIE,,2011,12.6,>1200,bt.,90,88 - 91
CASTILLON COTES DE BDX AOC,CLOS LUNELLES,,2013,13.5,>600,bt.,,86/89
CASTILLON COTES DE BDX AOC,CLOS LUNELLES,,2012,13.8,372,bt.,90,
CASTILLON COTES DE BDX AOC,CLOS LUNELLES,,2011,16.2,216,bt.,91,
CASTILLON COTES DE BDX AOC,DOMAINE DE L'A,,2011,16.2,12,bt.,87,89 - 92
CASTILLON COTES DE BDX AOC,SEIGNEURS D'AIGUILHE,2EME VIN,2013,5.9,>600,bt.,,
COTES DE BORDEAUX AOC,CHATEAU MONT PERAT,,2011,73,61,d.mag.,86/88,
COTES DE CASTILLON AOC,CHATEAU CLOS L'EGLISE,,2000,140,12,bt.,90,90
COTES DE CASTILLON AOC,NPU CHATEAU D'AIGUILHE,,2011,19.9,6,bt.,88,87 - 90
ENTRE DEUX MERS AOC,CHATEAU MARJOSSE BLANC,,2012,5.1,>600,bt.,,
FRANCS COTES DE BORDEAUX AOC,CHATEAU LA PRADE,,2012,7.8,12,bt.,87,87
FRANCS COTES DE BORDEAUX AOC,CHATEAU PUYGUERAUD,,2013,7.5,>1200,bt.,,
FRANCS COTES DE BORDEAUX AOC,CHATEAU PUYGUERAUD,,2012,7.5,271,bt.,,88
FRANCS COTES DE BORDEAUX AOC,CHATEAU PUYGUERAUD,,2011,7.5,4,bt.,87 - 90,
FRANCS COTES DE BORDEAUX AOC,CHATEAU PUYGUERAUD,,2010,9.7,120,bt.,87,88 - 91
FRONSAC AOC,CHATEAU FONTENIL,,2013,12.6,36,bt.,86 - 88,87 - 90
FRONSAC AOC,CHATEAU FONTENIL,,2011,13.2,36,bt.,89,88 - 91
FRONSAC AOC,CHATEAU FONTENIL,,2010,16.3,600,bt.,91,91
FRONSAC AOC,CHATEAU FONTENIL,,2010,166,12,impé.,91,91
FRONSAC AOC,CHATEAU FONTENIL,,2010,95,23,d.mag.,91,91
FRONSAC AOC,CHATEAU FONTENIL,,2010,33.5,108,mag.,91,91
FRONSAC AOC,CHATEAU FONTENIL,,2009,95,3,d.mag.,92,91
FRONSAC AOC,CHATEAU FONTENIL,,2009,16.5,28,bt.,92,91
FRONSAC AOC,CHATEAU FONTENIL,,2009,33.5,156,mag.,92,91
FRONSAC AOC,CHATEAU FONTENIL,,2008,28,12,mag.,,
FRONSAC AOC,CHATEAU FONTENIL,,2007,24,66,mag.,87,
FRONSAC AOC,CHATEAU FONTENIL,,2007,11.8,>1200,bt.,87,
FRONSAC AOC,CHATEAU LA DAUPHINE,,2013,9.6,72,bt.,85 - 87,
FRONSAC AOC,CHATEAU LA ROUSSELLE,,2009,32.2,126,mag.,,91/94
FRONSAC AOC,CHATEAU VILLARS,,2011,7.8,12,bt.,89,
GRAVES BLANC AOC,CHAT DE CHANTEGRIVE C.CAROLINE,,2012,10.5,155,bt.,88 - 90,88/91
GRAVES BLANC AOC,CLOS FLORIDENE BLANC,,2013,11.9,166,bt.,90 - 92,88 - 91
GRAVES BLANC AOC,CLOS FLORIDENE BLANC,,2012,11.8,444,bt.,,91
GRAVES BLANC AOC,CLOS FLORIDENE BLANC,,2011,11.9,>600,bt.,,90 - 93
GRAVES BLANC AOC,CLOS FLORIDENE BLANC,,2009,10.8,48,bt.,90/92,90
GRAVES RGE AOC,CHATEAU HAURA,,2013,7.8,18,bt.,,86 - 89
HAUT MEDOC AOC,CH.BEL ORME TRONQUOY DE LALAND,CRU BOURGEOIS,2010,8.85,11,bt.,,89
HAUT MEDOC AOC,CH.BEL ORME TRONQUOY DE LALAND,CRU BOURGEOIS,2007,8.1,>600,bt.,,
HAUT MEDOC AOC,CH.BEL ORME TRONQUOY DE LALAND,CRU BOURGEOIS,2006,8.25,170,bt.,,
HAUT MEDOC AOC,CHATEAU BEAUMONT,CRU BOURGEOIS,2013,7.2,>1200,bt.,82 - 84,
HAUT MEDOC AOC,CHATEAU BEAUMONT,CRU BOURGEOIS,2013,14.4,300,mag.,82 - 84,
HAUT MEDOC AOC,CHATEAU BEAUMONT,CRU BOURGEOIS,2013,4,>600,1/2 bt.,82 - 84,
HAUT MEDOC AOC,CHATEAU BEAUMONT,CRU BOURGEOIS,2012,4.5,469,1/2 bt.,86,83 - 86
HAUT MEDOC AOC,CHATEAU BELLE VUE,CRU BOURGEOIS,2013,8.2,12,bt.,84 - 86,
HAUT MEDOC AOC,CHATEAU BELLE VUE,CRU BOURGEOIS,2011,9.7,256,bt.,87,88 - 91
HAUT MEDOC AOC,CHATEAU BERNADOTTE,CRU BOURGEOIS,2011,10.7,>1200,bt.,86,85 - 88
HAUT MEDOC AOC,CHATEAU BERNADOTTE,CRU BOURGEOIS,2010,13,>1200,bt.,89,89 - 92
HAUT MEDOC AOC,CHATEAU BERNADOTTE,CRU BOURGEOIS,2009,15,108,bt.,89,87
HAUT MEDOC AOC,CHATEAU BERNADOTTE,CRU BOURGEOIS,2006,12,>1200,bt.,87,85 - 88
HAUT MEDOC AOC,CHATEAU BERNADOTTE,CRU BOURGEOIS,2005,15,59,bt.,85 - 87,87
HAUT MEDOC AOC,CHATEAU BERNADOTTE,CRU BOURGEOIS,2004,12,>1200,bt.,86 - 88,87
HAUT MEDOC AOC,CHATEAU CAMBON LA PELOUSE,CRU BOURGEOIS,2013,8.7,24,bt.,85 - 86,86 - 89
HAUT MEDOC AOC,CHATEAU CANTEMERLE,5EME GRAND CRU CLASSE,2013,18.3,>1200,bt.,86 - 88,87 - 90
HAUT MEDOC AOC,CHATEAU CANTEMERLE,5EME GRAND CRU CLASSE,2012,19.95,>1200,bt.,88,86 - 89
HAUT MEDOC AOC,CHATEAU CANTEMERLE,5EME GRAND CRU CLASSE,2011,19.5,65,bt.,91,87 - 90
HAUT MEDOC AOC,CHATEAU CANTEMERLE,5EME GRAND CRU CLASSE,2009,28.5,2,bt.,91,91
HAUT MEDOC AOC,CHATEAU CANTEMERLE,5EME GRAND CRU CLASSE,2008,23,11,bt.,88,87 - 90
HAUT MEDOC AOC,CHATEAU CANTEMERLE,5EME GRAND CRU CLASSE,2006,26,1,bt.,90,88
HAUT MEDOC AOC,CHATEAU CANTEMERLE,5EME GRAND CRU CLASSE,2005,34,>600,bt.,89,90
HAUT MEDOC AOC,CHATEAU CANTEMERLE,5EME GRAND CRU CLASSE,2005,70,114,mag.,89,90
HAUT MEDOC AOC,CHATEAU CANTEMERLE,5EME GRAND CRU CLASSE,2000,36,408,bt.,88,91
HAUT MEDOC AOC,CHATEAU CANTEMERLE,5EME GRAND CRU CLASSE,1999,55,6,mag.,79,85
HAUT MEDOC AOC,CHATEAU CANTEMERLE,5EME GRAND CRU CLASSE,1996,82,18,mag.,87,85
HAUT MEDOC AOC,CHATEAU CHARMAIL,CRU BOURGEOIS,2013,9.9,12,bt.,87 - 88,
HAUT MEDOC AOC,CHATEAU CHARMAIL,CRU BOURGEOIS,2012,10,4,bt.,85,86
HAUT MEDOC AOC,CHATEAU CHARMAIL,CRU BOURGEOIS,2006,10,192,bt.,,84
HAUT MEDOC AOC,CHATEAU CITRAN,CRU BOURGEOIS,2005,14.9,>1200,bt.,87,88
HAUT MEDOC AOC,CHATEAU D'AURILHAC,CRU BOURGEOIS,2009,8.95,23,bt.,87 - 89,
HAUT MEDOC AOC,CHATEAU DE CAMENSAC,5EME GRAND CRU CLASSE,2012,16.1,>600,bt.,86,84 - 87
HAUT MEDOC AOC,CHATEAU DE CAMENSAC,5EME GRAND CRU CLASSE,2009,22.5,384,bt.,89,88
HAUT MEDOC AOC,CHATEAU DE CAMENSAC,5EME GRAND CRU CLASSE,2000,35,521,bt.,89,90
HAUT MEDOC AOC,CHATEAU LA LAGUNE,3EME GRAND CRU CLASSE,2013,26,408,bt.,,
HAUT MEDOC AOC,CHATEAU LA LAGUNE,3EME GRAND CRU CLASSE,2012,34.8,>600,bt.,90,82 - 85
HAUT MEDOC AOC,CHATEAU LA LAGUNE,3EME GRAND CRU CLASSE,2011,36,354,bt.,89,86 - 89
HAUT MEDOC AOC,CHATEAU LA LAGUNE,3EME GRAND CRU CLASSE,2010,198,18,d.mag.,94,89 - 92
HAUT MEDOC AOC,CHATEAU LA LAGUNE,3EME GRAND CRU CLASSE,2010,44,>1200,bt.,94,89 - 92
HAUT MEDOC AOC,CHATEAU LA LAGUNE,3EME GRAND CRU CLASSE,2008,70,246,mag.,93,
HAUT MEDOC AOC,CHATEAU LA LAGUNE,3EME GRAND CRU CLASSE,2008,165,14,d.mag.,93,
HAUT MEDOC AOC,CHATEAU LA LAGUNE,3EME GRAND CRU CLASSE,2007,150,93,d.mag.,90,84 - 87
HAUT MEDOC AOC,CHATEAU LA LAGUNE,3EME GRAND CRU CLASSE,2006,70,588,mag.,91,85 - 88
HAUT MEDOC AOC,CHATEAU LA LAGUNE,3EME GRAND CRU CLASSE,2004,275,1,jéro.,90 - 93,87
HAUT MEDOC AOC,CHATEAU LA LAGUNE,3EME GRAND CRU CLASSE,2004,165,26,d.mag.,90 - 93,87
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
